"precio","tiempo","varie"
183.93,38.35,3
209.14,42.14,3
92.46,24.01,3
172.71,35.51,3
102.74,26.76,3
159.23,38.36,3
166.9,39.48,3
117.51,37.3,3
146.05,36.95,3
140.72,29.68,3
117.48,33.07,3
167.37,30.79,3
151.64,38.88,3
163.6,36.62,3
159.8,33.8,3
162.65,35.58,3
102.16,24.96,3
82.71,37.91,3
77.02,25.79,3
83.1,28.02,3
175.62,42.22,3
148.93,44.94,3
165.63,36.98,3
115.57,32.75,3
161.38,36.61,3
189.99,32.53,3
159.46,44.57,3
137.9,27.93,3
137.46,34.75,3
150.74,38.96,3
124.64,33.9,3
150.92,37.38,3
174.38,40.61,3
107.32,32.72,3
193.43,46.82,3
120.72,33.95,3
186.73,37.21,3
130.89,36.55,3
206.06,38.4,3
178.83,42.01,3
155.37,32.25,3
146.2,32.7,3
186.99,42.6,3
123.54,34.56,3
157.39,42.05,3
159.05,36.51,3
136.56,35.34,3
178.09,40.88,3
156.21,35.87,3
64.81,30.81,3
97.58,32.59,3
225.33,46.64,3
171.49,39.53,3
160.47,36.63,3
168.62,36.72,3
203.34,36.25,3
133.69,32.41,3
133.3,29.5,3
135.08,34.95,3
105.05,36.59,3
148.94,35.71,3
188.52,37.29,3
160.31,45.12,3
121.76,34.35,3
141.47,34.42,3
175.75,37.41,3
174.68,37.47,3
194.09,40.15,3
165.83,33.64,3
141.62,35.05,3
165.49,38.39,3
102.6,28.03,3
148.28,34.54,3
125.95,26.49,3
212.53,40.27,3
159.01,40.03,3
112.67,29.97,3
185.16,37.4,3
114.62,31.31,3
127.7,36.75,3
69.78,32.2,3
124.18,32.94,3
91.6,29.66,3
200.04,37.98,3
138.76,39.08,3
178.59,36.13,3
124.74,35.78,3
158.31,37.77,3
130.21,34.1,3
138.83,35.59,3
146.03,35.21,3
113.46,34.9,3
147.99,40.23,3
115.86,37.96,3
125.5,40.27,3
186.02,36.3,3
205.17,46.6,3
227.61,39.99,3
119.95,41.71,4
125.08,48.86,4
146.96,51.57,4
111.08,39.05,4
147.13,49.79,4
89,46.96,4
121.66,47.97,4
89.55,41.77,4
97.31,48.16,4
87.31,45.02,4
148.85,52.98,4
70.55,34.76,4
91.97,44.17,4
195.51,53.18,4
135.48,51.66,4
169.94,48.47,4
138.34,50.29,4
149.12,44.17,4
127.95,44.21,4
81.39,45.1,4
135.74,45.33,4
93.57,46.55,4
42.66,34.86,4
134,52.32,4
94.87,43.5,4
93.34,38.91,4
95.1,47.35,4
115.42,51.07,4
139.76,45.44,4
165.12,45.92,4
86.41,44.55,4
125.15,46.76,4
129.61,43.18,4
57.27,42.92,4
126.49,50.9,4
96.41,47.29,4
148.53,45.19,4
157.53,41.22,4
137.08,45.86,4
105.22,42.89,4
140.58,47.13,4
91.16,47.85,4
130.18,40.91,4
99.33,48.05,4
80.85,40.99,4
96.24,40.92,4
93.24,48.98,4
97.94,47.12,4
114.84,41.8,4
156.25,50.01,4
138.18,49.19,4
135.16,44.63,4
95.69,46.64,4
96.38,44.75,4
129.46,43.64,4
110.49,43.16,4
135.65,48.79,4
133.67,41.32,4
112.9,42.95,4
146.39,50.4,4
161.02,50.81,4
156.25,39.73,4
129.95,45.55,4
91.94,39.62,4
162.73,51.7,4
140.97,44.41,4
81.3,41.36,4
113.48,41.6,4
78.09,39.62,4
153.69,46.38,4
116.16,53.25,4
119.08,46.61,4
97,45.51,4
34.56,33.77,4
89.29,40.2,4
143.86,45.43,4
109.92,48.05,4
105.16,45.38,4
107.57,48.06,4
111.87,41.25,4
82.74,39.08,4
154.05,48.31,4
110.78,44.81,4
100.21,49.35,4
133.99,43.97,4
141.55,40.03,4
101.24,49.13,4
90.51,45.02,4
106.77,43.51,4
158.87,52.64,4
128.24,44.42,4
170.38,51.1,4
160.78,50.86,4
133.9,44.21,4
113.44,44.59,4
162.86,48.38,4
92.16,42.61,4
117.14,50.51,4
147.12,54.16,4
64.08,42.44,4
109.59,46.27,4
142.97,50.97,4
92.12,39.57,4
113.93,44.32,4
151.52,54.15,4
108.06,49.86,4
128.83,43.63,4
145.77,55.49,4
143.34,52.13,4
72.12,38,4
156.64,52.62,4
174.41,50.43,4
123.37,52.3,4
112.94,41.71,4
165,43.28,4
154.86,44.99,4
96.79,39.86,4
144.94,58.69,4
115.23,51.25,4
121.32,44.33,4
133.99,46.43,4
73.16,44.67,4
129.51,48.56,4
114.55,47.67,4
155.95,45.58,4
177.23,48.95,4
127.67,41.4,4
142.32,50.23,4
117.82,49.81,4
105.03,43.56,4
85.22,41.2,4
110.37,42.38,4
140.55,46.35,4
98.14,46.35,4
128.84,45.16,4
143.25,47.94,4
91.03,38.17,4
138.66,48.86,4
128.69,49.92,4
146.83,42.61,4
94.97,43.93,4
126.48,49.77,4
70.39,39.57,4
114.54,41.15,4
101.95,39.07,4
88.95,46.12,4
153.86,49.03,4
87.24,46.91,4
144.29,48.08,4
153.53,45.24,4
124.67,52.61,4
107.36,48.32,4
116.68,41.18,4
152.84,45.96,4
159.21,54.91,4
108.2,47.85,4
107.92,41.36,4
141.2,49.58,4
95.81,42.68,4
163.81,55.47,4
181.57,47.36,4
89.3,42.33,4
83.5,43.21,4
120.01,49.52,4
87.51,42.95,4
62.73,40.51,4
161.43,46.89,4
135.57,43.08,4
49.46,43.38,4
135.79,53.52,4
131.63,45.56,4
114.09,47.08,4
112.8,46.89,4
169.35,46.43,4
103.65,43.11,4
155.07,46.07,4
124.1,47.38,4
157.39,49.36,4
147.47,47.17,4
130.95,41.72,4
140.69,50.81,4
97.77,42.19,4
133.26,44.55,4
69.87,41.03,4
117.59,37.9,4
28.28,37.63,4
108.76,43.49,4
87.15,44.4,4
138.18,51.78,4
88.62,45.16,4
111.48,45.13,4
123.88,35.84,4
103.12,45.18,4
157.88,54.34,4
149.58,43.95,4
97.13,44.1,4
156.03,42.88,4
141.15,43.01,4
184.57,52.78,4
162.13,49.83,4
141.9,44.76,4
116.44,38.9,4
96.08,40.42,4
84.84,38.14,4
159.69,46.5,4
151.49,48.87,4
95.3,42.44,4
95.91,50.08,4
158.29,49.7,4
120.28,47.19,4
72.26,37.54,4
97.7,50.47,4
116.99,42.33,4
91.41,40.94,4
81.68,41.05,4
94.46,41.97,4
127.1,49.29,4
156.9,46.94,4
87.39,38.44,4
86.97,39.22,4
122.74,47.19,4
172.01,54.69,4
105.37,43.99,4
141.29,44.36,4
87.65,44.71,4
168.25,49.33,4
109.16,43.63,4
157.68,53.17,4
29.02,43.74,4
85.59,37.19,4
129.79,50.01,4
109.21,40.33,4
106.42,42.89,4
149.04,51.62,4
95.89,41.46,4
199.26,61.04,4
93.36,44.51,4
146.17,50.38,4
105.77,39.19,4
106.63,44.32,4
207.94,50.18,4
119.77,45.39,4
164.11,44.17,4
118.02,48.63,4
117.99,41.55,4
107.26,43.48,4
100.37,46.22,4
112.8,44.06,4
117.32,52.34,4
43.42,42.55,4
136.13,42.23,4
148.46,58.91,4
60.3,42.11,4
155.55,53.87,4
121.82,48.49,4
149.55,54.17,4
113.9,44.15,4
175.46,50.91,4
164.74,45.27,4
129.22,44.11,4
101.23,45.93,4
127.57,40.07,4
116.49,40.75,4
134.79,55.38,4
145.57,45.7,4
170.54,49.73,4
91.16,45.4,4
111.84,50.52,4
163.66,49.96,4
147.57,49,4
96.58,32.67,4
166.81,49.7,4
152.97,45.1,4
148.44,43.73,4
148.41,51.93,4
90.06,38.64,4
131.16,45.75,4
80.17,42.14,4
158.29,54.54,4
85.15,42.3,4
156.55,54.1,4
187.17,53.87,4
148.14,48.73,4
104.6,47.66,4
135.54,54.7,4
88.21,48.17,4
169.14,50.65,4
165.57,52.77,4
126.82,44.88,4
146.72,45.39,4
114.93,52.81,4
122.43,44.94,4
98.58,42.64,4
100.48,42.65,4
66.35,44.7,4
212.21,58.19,4
127.85,47.01,4
152.54,55.92,4
117.25,48.32,4
101.54,39.63,4
128.22,49.28,4
63.15,43.81,4
99.64,44.24,4
142.73,45.01,4
109.38,42.19,4
141.68,52.45,4
110.34,43.79,4
147.51,52.81,4
75.02,44.19,4
148.03,49.43,4
167.45,56.84,4
134.86,51.44,4
98.25,40.39,4
174.38,47.77,4
157.8,54.64,4
130.68,44.52,4
163.4,47.69,4
132.78,48.31,4
129.04,48.74,4
138.44,44.41,4
106.18,40.34,4
133.3,44.69,4
143.88,45.11,4
79.95,42.15,4
147.21,44.59,4
91.61,49.73,4
155.39,44.35,4
97.27,43.7,4
96.37,42.69,4
169.11,46.94,4
96.73,43.76,4
140.06,54.73,4
153.26,48.02,4
96.04,41.07,4
109.1,45.1,4
125.49,52.61,4
154.18,44.49,4
129,44.47,4
75.29,46.2,4
119.67,47.46,4
123.4,44.58,4
168.28,46.72,4
111.97,46.32,4
98.34,51.5,4
62.38,42.27,4
134.91,44.93,4
128.25,49.35,4
147.56,47.08,4
156.35,46.21,4
97.65,46.44,4
111.13,44.03,4
109.57,36.83,4
162.35,50.88,4
107.63,48.89,4
133.32,45.92,4
74.77,47.93,4
130.71,41.66,4
74.6,39.7,4
160.06,51.13,4
162.71,43.38,4
106.08,39.65,4
148.46,49.06,4
214.48,52.88,4
70.17,43.22,4
106.5,48.3,4
111.95,50.55,4
104.24,43.78,4
53.88,40.86,4
170.69,43.88,4
92.96,46.59,4
113.8,36.18,4
165.27,54.05,4
120.38,40.34,4
94.49,47.43,4
83.79,41.89,4
127.12,45.02,4
147.82,46.84,4
149.58,48.53,4
49.99,38.82,4
150.93,50.69,4
108.34,43,4
180.77,55.34,4
113.48,43.89,4
143.43,44.15,4
69.35,41.48,4
96.23,42.92,4
69.63,38.78,4
151.36,51.4,4
165.55,51.11,4
117.72,53.29,4
141.86,49.24,4
120.91,51.93,4
112.06,46.18,4
130.84,50.42,4
122.31,45.4,4
126.2,46.2,4
163.21,48.67,4
89.25,36.43,4
114.77,43.77,4
91.88,36.97,4
88.41,42.18,4
122.17,45.29,4
131.66,51.68,4
114.33,49.54,4
186.81,52.45,4
138.54,50.63,4
139.22,54.59,4
128.88,42.34,4
140.7,47.04,4
135.93,46.32,4
140.36,50.53,4
50.21,30.39,4
138.46,42.37,4
101.27,47.99,4
68.98,47.5,4
142.21,52.37,4
76.28,44.4,4
77.18,37.29,4
81.58,48.59,4
84.11,39.57,4
169.91,41.55,4
144.79,50.54,4
131.7,50.11,4
90.89,36.58,4
98.35,44.87,4
92.15,44.3,4
158.35,50.73,4
129.86,48.43,4
113.28,47.95,4
113.26,45.08,4
141.54,48.15,4
114.33,39.23,4
160.8,47.61,4
138.73,45.06,4
146.12,48.82,4
110.5,49.18,4
81.44,48.94,4
170.53,51.13,4
150.04,49.06,4
106.72,38.29,4
126.26,39.48,4
116.1,51.68,4
92.89,40.8,4
104.84,48.33,4
108.3,49.5,4
106.1,40.96,4
151.99,45.96,4
166.25,46.63,4
129.27,50.45,4
118.27,46.23,4
131.9,45.21,4
87.49,43.47,4
184.49,61.63,4
128.4,51.63,4
131.77,49.52,4
160.15,46.84,4
99.75,42.36,4
163.91,48.36,4
117.71,43.04,4
127.69,46.21,4
112.21,48.34,4
80.82,49.57,4
108.68,45.13,4
131.03,41.76,4
119.03,48.18,4
47.32,34.88,4
154.52,46.79,4
136.62,45.76,4
130.32,43.17,4
154.64,48.37,4
149.54,43.21,4
115.03,45.49,4
75.53,43.19,4
202.5,50.07,4
61.71,42.21,4
114.93,43.31,4
81.01,42.63,4
169.54,47.73,4
92.46,41.73,4
54.22,45.77,4
117.24,43.19,4
97.16,42.36,4
105.62,41.37,4
129.57,46.05,4
97.27,42.35,4
110.99,43.88,4
153.04,42.08,4
114.46,42.94,4
105.85,41.66,4
91.92,43.34,4
104.62,47.07,4
133,47.77,4
114.49,45.74,4
89.48,47.3,4
123.8,50.17,4
123.42,47.9,4
82.22,42.66,4
92.35,43.77,4
115.27,46.69,4
124.82,50.09,4
