"precio","tiempo"
149.55,54.17
113.9,44.15
175.46,50.91
164.74,45.27
129.22,44.11
101.23,45.93
127.57,40.07
116.49,40.75
134.79,55.38
145.57,45.7
170.54,49.73
91.16,45.4
111.84,50.52
163.66,49.96
147.57,49
96.58,32.67
166.81,49.7
152.97,45.1
148.44,43.73
148.41,51.93
90.06,38.64
131.16,45.75
80.17,42.14
158.29,54.54
85.15,42.3
156.55,54.1
187.17,53.87
148.14,48.73
104.6,47.66
135.54,54.7
88.21,48.17
169.14,50.65
165.57,52.77
126.82,44.88
146.72,45.39
114.93,52.81
122.43,44.94
98.58,42.64
100.48,42.65
66.35,44.7
212.21,58.19
127.85,47.01
152.54,55.92
117.25,48.32
101.54,39.63
128.22,49.28
63.15,43.81
99.64,44.24
142.73,45.01
109.38,42.19
141.68,52.45
110.34,43.79
147.51,52.81
75.02,44.19
148.03,49.43
167.45,56.84
134.86,51.44
98.25,40.39
174.38,47.77
157.8,54.64
130.68,44.52
163.4,47.69
132.78,48.31
129.04,48.74
138.44,44.41
106.18,40.34
133.3,44.69
143.88,45.11
79.95,42.15
147.21,44.59
91.61,49.73
155.39,44.35
97.27,43.7
96.37,42.69
169.11,46.94
96.73,43.76
140.06,54.73
153.26,48.02
96.04,41.07
109.1,45.1
125.49,52.61
154.18,44.49
129,44.47
75.29,46.2
119.67,47.46
123.4,44.58
168.28,46.72
111.97,46.32
98.34,51.5
62.38,42.27
134.91,44.93
128.25,49.35
147.56,47.08
156.35,46.21
97.65,46.44
111.13,44.03
109.57,36.83
162.35,50.88
107.63,48.89
133.32,45.92
74.77,47.93
130.71,41.66
74.6,39.7
160.06,51.13
162.71,43.38
106.08,39.65
148.46,49.06
214.48,52.88
70.17,43.22
106.5,48.3
111.95,50.55
104.24,43.78
53.88,40.86
170.69,43.88
92.96,46.59
113.8,36.18
165.27,54.05
120.38,40.34
94.49,47.43
83.79,41.89
127.12,45.02
147.82,46.84
149.58,48.53
49.99,38.82
150.93,50.69
108.34,43
180.77,55.34
113.48,43.89
143.43,44.15
69.35,41.48
96.23,42.92
69.63,38.78
151.36,51.4
165.55,51.11
117.72,53.29
141.86,49.24
120.91,51.93
112.06,46.18
130.84,50.42
122.31,45.4
126.2,46.2
163.21,48.67
89.25,36.43
114.77,43.77
91.88,36.97
88.41,42.18
122.17,45.29
131.66,51.68
114.33,49.54
186.81,52.45
138.54,50.63
139.22,54.59
128.88,42.34
140.7,47.04
135.93,46.32
140.36,50.53
50.21,30.39
138.46,42.37
101.27,47.99
68.98,47.5
142.21,52.37
76.28,44.4
77.18,37.29
81.58,48.59
84.11,39.57
169.91,41.55
144.79,50.54
131.7,50.11
90.89,36.58
98.35,44.87
92.15,44.3
158.35,50.73
129.86,48.43
113.28,47.95
113.26,45.08
141.54,48.15
114.33,39.23
160.8,47.61
138.73,45.06
146.12,48.82
110.5,49.18
81.44,48.94
170.53,51.13
150.04,49.06
106.72,38.29
126.26,39.48
116.1,51.68
92.89,40.8
104.84,48.33
108.3,49.5
106.1,40.96
151.99,45.96
166.25,46.63
129.27,50.45
118.27,46.23
131.9,45.21
87.49,43.47
184.49,61.63
128.4,51.63
131.77,49.52
160.15,46.84
99.75,42.36
163.91,48.36
117.71,43.04
127.69,46.21
112.21,48.34
80.82,49.57
108.68,45.13
131.03,41.76
119.03,48.18
47.32,34.88
154.52,46.79
136.62,45.76
130.32,43.17
154.64,48.37
149.54,43.21
115.03,45.49
75.53,43.19
202.5,50.07
61.71,42.21
114.93,43.31
81.01,42.63
169.54,47.73
92.46,41.73
54.22,45.77
117.24,43.19
97.16,42.36
105.62,41.37
129.57,46.05
97.27,42.35
110.99,43.88
153.04,42.08
114.46,42.94
105.85,41.66
91.92,43.34
104.62,47.07
133,47.77
114.49,45.74
89.48,47.3
123.8,50.17
123.42,47.9
82.22,42.66
92.35,43.77
115.27,46.69
124.82,50.09
